Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Team
Pedro Porro,23.0,ESP,RB,24-143,90,0,0,0,0,1,1,0,0,77,0,0,1,0.0,0.0,0.0,2,0,50,68,73.5,2,30,0,2,2,Tottenham
Guglielmo Vicario,13.0,ITA,GK,27-119,90,0,0,0,0,0,0,0,0,57,0,0,0,0.0,0.0,0.0,0,0,44,53,83.0,0,33,0,0,0,Tottenham
Anthony Gordon,10.0,ENG,FW,22-344,45,0,0,0,0,2,1,0,0,20,0,0,0,0.3,0.3,0.0,2,1,9,16,56.3,2,10,2,1,1,Newcastle Utd
Callum Wilson,9.0,ENG,FW,31-341,45,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.2,3,0,11,14,78.6,0,13,0,1,1,Newcastle Utd
Miguel Almirón,24.0,PAR,LW,29-358,62,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.1,1,0,29,35,82.9,3,16,1,0,0,Newcastle Utd
Harvey Barnes,15.0,ENG,LW,26-056,28,1,0,0,0,3,2,0,0,15,0,0,0,0.3,0.3,0.0,2,1,10,11,90.9,1,10,0,1,1,Newcastle Utd
Jacob Murphy,23.0,ENG,RW,28-344,90,0,0,0,0,5,0,1,0,53,1,0,4,0.4,0.4,0.2,3,0,20,37,54.1,2,27,3,3,2,Newcastle Utd
Lewis Miley,67.0,ENG,LM,17-278,90,0,1,0,0,0,0,0,0,50,7,0,2,0.0,0.0,0.1,6,3,31,37,83.8,4,21,1,1,0,Newcastle Utd
Bruno Guimarães,39.0,BRA,CM,26-079,90,0,1,0,0,1,0,0,0,69,1,1,2,0.1,0.1,0.4,5,1,45,56,80.4,8,51,3,5,2,Newcastle Utd
Sean Longstaff,36.0,ENG,RM,26-096,90,2,0,0,0,4,2,0,0,42,4,0,0,0.9,0.9,0.0,3,0,26,33,78.8,4,18,1,0,0,Newcastle Utd
Dan Burn,33.0,ENG,LB,31-270,63,0,0,0,0,0,0,1,0,49,5,0,0,0.0,0.0,0.0,0,0,26,42,61.9,2,15,0,1,1,Newcastle Utd
Valentino Livramento,21.0,ENG,LB,21-083,27,0,0,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.0,0,0,16,18,88.9,1,11,0,1,0,Newcastle Utd
Sven Botman,4.0,NED,CB,24-022,90,0,0,0,0,0,0,0,0,44,2,0,1,0.0,0.0,0.0,1,1,30,37,81.1,1,18,0,1,0,Newcastle Utd
Fabian Schär,5.0,SUI,CB,32-045,90,0,0,0,0,3,0,0,0,62,3,2,2,0.1,0.1,0.1,1,0,34,51,66.7,5,35,1,1,0,Newcastle Utd
Kieran Trippier,2.0,ENG,RB,33-137,90,1,1,0,0,1,1,0,0,88,3,0,2,0.3,0.3,0.2,3,0,50,83,60.2,3,24,1,1,1,Newcastle Utd
Martin Dúbravka,1.0,SVK,GK,35-019,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,19,24,79.2,0,19,0,0,0,Newcastle Utd
Elijah Adebayo,11.0,ENG,FW,26-027,87,1,0,0,0,2,1,0,0,31,0,1,0,0.2,0.2,0.0,0,0,9,11,81.8,1,17,1,4,1,Luton Town
Cauley Woodrow,10.0,ENG,FW,29-063,3,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,1,1,0,1,0,Luton Town
Carlton Morris,9.0,ENG,AM,28-049,78,1,1,1,1,1,1,0,0,31,0,0,1,0.8,0.0,0.6,3,1,16,20,80.0,1,14,0,0,0,Luton Town
Jacob Brown,19.0,SCO,AM,25-299,12,0,0,0,0,1,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,3,8,37.5,0,6,2,3,2,Luton Town
Jordan Clark,18.0,ENG,AM,30-134,67,0,0,0,0,0,0,0,0,31,0,3,2,0.0,0.0,0.0,1,0,12,21,57.1,3,22,3,3,2,Luton Town
Pelly Ruddock Mpanzu,17.0,COD,AM,30-201,23,0,0,0,0,1,1,0,0,9,0,0,0,0.1,0.1,0.0,1,0,6,6,100.0,0,7,0,2,1,Luton Town
Ross Barkley,6.0,ENG,CM,30-060,90,1,1,0,0,2,1,0,0,73,4,2,1,0.7,0.7,0.3,7,2,53,58,91.4,8,45,5,4,2,Luton Town
Albert Sambi Lokonga,28.0,BEL,CM,24-104,90,0,0,0,0,0,0,1,0,62,5,2,2,0.0,0.0,0.0,1,0,42,45,93.3,2,32,1,1,1,Luton Town
Alfie Doughty,45.0,ENG,WB,24-044,78,0,0,0,0,1,1,0,0,45,0,1,1,0.0,0.0,0.0,3,2,24,34,70.6,1,26,2,1,0,Luton Town
Reece Burke,16.0,ENG,CB,27-154,12,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,0,0,Luton Town
Chiedozie Ogbene,7.0,IRL,WB,26-278,90,0,0,0,0,1,1,0,0,56,0,0,2,0.1,0.1,0.0,2,2,34,38,89.5,1,35,7,9,5,Luton Town
Amari'i Bell,29.0,JAM,"CB,WB",29-274,90,0,0,0,0,0,0,0,0,61,2,1,3,0.0,0.0,0.0,0,0,37,50,74.0,4,30,3,1,0,Luton Town
Gabriel Osho,2.0,NGA,CB,25-173,90,1,0,0,0,1,1,1,0,39,2,1,1,0.5,0.5,0.0,0,0,19,24,79.2,1,17,1,1,1,Luton Town
Teden Mengi,15.0,ENG,CB,21-279,90,0,0,0,0,0,0,0,0,57,0,4,4,0.0,0.0,0.0,1,0,39,43,90.7,2,25,0,0,0,Luton Town
Thomas Kaminski,24.0,BEL,GK,31-103,90,0,0,0,0,0,0,0,0,48,0,0,1,0.0,0.0,0.0,0,0,27,45,60.0,0,22,0,0,0,Luton Town
Evan Ferguson,28.0,IRL,FW,19-107,68,0,0,0,0,1,1,0,0,23,0,0,0,0.0,0.0,0.0,0,0,18,19,94.7,2,20,0,0,0,Brighton
Danny Welbeck,18.0,ENG,FW,33-069,22,0,1,0,0,0,0,1,0,18,2,1,1,0.0,0.0,0.5,1,1,12,13,92.3,1,11,1,0,0,Brighton
João Pedro,9.0,BRA,AM,22-130,87,1,0,0,0,3,1,0,0,55,0,1,1,0.5,0.5,0.0,4,1,36,42,85.7,2,42,5,6,5,Brighton
Adam Lallana,14.0,ENG,AM,35-269,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,1,0,2,2,100.0,1,2,0,0,0,Brighton
Facundo Buonanotte,40.0,ARG,AM,19-042,79,1,0,0,0,2,2,0,0,40,4,1,3,0.3,0.3,0.0,1,0,23,27,85.2,1,27,0,1,0,Brighton
Carlos Baleba,20.0,CMR,"AM,DM",20-031,11,0,0,0,0,0,0,0,0,10,0,1,0,0.0,0.0,0.0,0,0,9,9,100.0,1,9,0,0,0,Brighton
Billy Gilmour,11.0,SCO,"CM,DM",22-237,90,0,0,0,0,1,0,0,0,125,3,0,0,0.0,0.0,0.0,0,0,105,118,89.0,0,97,1,1,0,Brighton
Pascal Groß,13.0,GER,"CM,RW",32-233,90,0,2,0,0,3,0,0,0,135,4,0,1,0.1,0.1,0.6,8,4,119,126,94.4,4,105,1,2,2,Brighton
Tariq Lamptey,2.0,GHA,WB,23-126,79,0,1,0,0,1,0,0,0,41,1,2,0,0.1,0.1,0.1,4,1,30,33,90.9,0,33,2,2,1,Brighton
Pervis Estupiñán,30.0,ECU,"WB,LB",26-013,11,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,7,9,77.8,1,6,2,0,0,Brighton
Jack Hinshelwood,41.0,ENG,"WB,RB",18-298,90,1,0,0,0,1,1,0,0,73,3,1,0,0.1,0.1,0.0,0,0,52,61,85.2,2,51,3,2,0,Brighton
Igor,3.0,BRA,CB,25-361,87,0,0,0,0,0,0,0,0,102,4,1,0,0.0,0.0,0.0,0,0,91,96,94.8,3,76,0,1,0,Brighton
Ansu Fati,31.0,ESP,LW,21-095,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,1,0,0,Brighton
Lewis Dunk,5.0,ENG,CB,32-074,90,1,0,0,0,1,1,0,0,153,1,3,0,0.3,0.3,0.1,2,0,144,147,98.0,1,140,0,0,0,Brighton
Jan Paul van Hecke,29.0,NED,CB,23-240,90,0,0,0,0,0,0,0,0,162,1,0,1,0.0,0.0,0.0,2,1,153,159,96.2,7,143,0,0,0,Brighton
Bart Verbruggen,1.0,NED,GK,21-169,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,40,40,100.0,0,36,0,0,0,Brighton
Jean-Philippe Mateta,14.0,FRA,FW,26-220,79,1,0,0,0,1,1,0,0,14,1,1,1,0.0,0.0,0.0,0,0,4,6,66.7,0,6,0,0,0,Crystal Palace
Odsonne Édouard,22.0,FRA,FW,26-018,11,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.1,0,0,2,2,100.0,0,2,0,1,0,Crystal Palace
Jeffrey Schlupp,15.0,GHA,LW,31-042,45,0,0,0,0,2,2,0,0,15,2,0,0,0.1,0.1,0.0,1,0,7,12,58.3,0,7,1,0,0,Crystal Palace
Michael Olise,7.0,FRA,RW,22-053,10,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,Crystal Palace
Matheus França,11.0,BRA,RW,19-308,35,0,0,0,0,2,1,1,0,25,0,0,2,0.1,0.1,0.0,0,0,16,18,88.9,3,21,1,3,2,Crystal Palace
Jordan Ayew,9.0,GHA,"LW,RW",32-145,90,0,0,0,0,1,1,0,0,39,1,0,2,0.0,0.0,0.0,1,0,23,29,79.3,1,21,2,3,1,Crystal Palace
Will Hughes,19.0,ENG,LM,28-292,79,0,0,0,0,0,0,0,0,35,1,3,0,0.0,0.0,0.0,0,0,19,27,70.4,1,10,0,0,0,Crystal Palace
Naouirou Ahamada,29.0,FRA,LM,21-311,11,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,4,4,100.0,0,4,1,1,0,Crystal Palace
Chris Richards,26.0,USA,"CB,CM",23-312,90,0,0,0,0,0,0,0,0,51,1,2,0,0.0,0.0,0.0,1,0,41,46,89.1,2,37,0,0,0,Crystal Palace
Jefferson Lerma,8.0,COL,RM,29-101,90,0,0,0,0,1,0,0,0,52,1,1,2,0.0,0.0,0.0,3,0,39,45,86.7,6,32,1,2,2,Crystal Palace
Tyrick Mitchell,3.0,ENG,LB,24-155,90,0,0,0,0,0,0,0,0,49,1,1,1,0.0,0.0,0.0,0,0,29,42,69.0,0,24,3,2,0,Crystal Palace
Marc Guéhi,6.0,ENG,CB,23-205,27,0,0,0,0,0,0,1,0,21,1,1,0,0.0,0.0,0.0,0,0,16,19,84.2,1,15,0,1,1,Crystal Palace
Adam Wharton,20.0,ENG,CM,19-246,63,0,0,0,0,0,0,0,0,35,2,2,2,0.0,0.0,0.0,1,0,23,28,82.1,1,21,1,1,0,Crystal Palace
Joachim Andersen,16.0,DEN,CB,27-248,90,0,1,0,0,0,0,0,0,77,0,2,0,0.0,0.0,0.0,1,1,60,73,82.2,1,53,0,0,0,Crystal Palace
Daniel Muñoz,12.0,COL,RB,27-253,90,0,0,0,0,0,0,1,0,53,5,1,3,0.0,0.0,0.0,2,1,41,43,95.3,1,17,0,1,0,Crystal Palace
Dean Henderson,30.0,ENG,GK,26-328,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,22,26,84.6,0,19,0,0,0,Crystal Palace
Lyle Foster,17.0,RSA,FW,23-153,90,0,0,0,0,1,0,0,0,26,2,0,0,0.0,0.0,0.0,2,1,9,17,52.9,2,16,3,2,2,Burnley
Zeki Amdouni,25.0,SUI,FW,23-061,62,0,0,0,0,1,0,0,0,20,1,1,2,0.0,0.0,0.0,1,0,6,10,60.0,2,12,5,2,0,Burnley
David Datro Fofana,23.0,CIV,FW,21-043,28,2,0,0,0,2,2,1,0,14,2,0,1,1.1,1.1,0.1,1,0,0,3,0.0,0,8,0,1,0,Burnley
Wilson Odobert,47.0,FRA,LM,19-067,90,0,0,0,0,2,0,0,0,33,0,0,2,0.1,0.1,0.0,4,0,16,22,72.7,2,21,7,4,3,Burnley
Aaron Ramsey,21.0,ENG,CM,21-013,62,0,0,0,0,1,1,0,0,29,3,0,0,0.2,0.2,0.0,1,0,15,19,78.9,1,13,0,0,0,Burnley
Jóhann Berg Guðmundsson,7.0,ISL,CM,33-099,28,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,1,1,7,10,70.0,1,8,0,0,0,Burnley
Sander Berge,16.0,NOR,CM,25-354,90,0,0,0,0,2,1,1,0,68,2,1,3,0.1,0.1,0.0,2,1,39,55,70.9,2,39,0,1,1,Burnley
Josh Brownhill,8.0,ENG,RM,28-046,90,0,0,0,0,2,0,0,0,51,2,1,2,0.3,0.3,0.3,5,0,28,41,68.3,1,16,0,1,1,Burnley
Vitinho,22.0,BRA,LB,24-195,86,0,0,0,0,1,0,0,0,65,1,1,3,0.0,0.0,0.0,3,0,31,51,60.8,3,34,2,3,1,Burnley
Jacob Bruun Larsen,34.0,DEN,LB,25-137,4,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,3,1,1,0,Burnley
Hjalmar Ekdal,18.0,SWE,CB,25-105,45,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,17,19,89.5,3,14,0,0,0,Burnley
Maxime Estève,33.0,FRA,CB,21-253,45,0,0,0,0,0,0,0,0,53,1,2,1,0.0,0.0,0.0,0,0,38,46,82.6,2,35,0,0,0,Burnley
Dara O'Shea,2.0,IRL,CB,24-336,90,0,0,0,0,0,0,0,0,62,0,1,1,0.0,0.0,0.0,1,0,41,50,82.0,8,32,0,0,0,Burnley
Lorenz Assignon,20.0,TOG,RB,23-226,89,0,1,0,0,0,0,0,0,32,1,1,0,0.0,0.0,0.9,2,1,17,24,70.8,3,15,3,2,1,Burnley
Han-Noah Massengo,42.0,FRA,RB,22-211,1,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,3,1,0,0,Burnley
James Trafford,1.0,ENG,GK,21-116,90,0,0,0,0,0,0,0,0,60,0,0,0,0.0,0.0,0.0,0,0,39,53,73.6,0,38,0,0,0,Burnley
Rodrigo Muniz,19.0,BRA,FW,22-275,73,1,0,0,0,3,2,0,0,22,1,1,0,0.3,0.3,0.1,2,0,9,15,60.0,2,14,0,0,0,Fulham
Armando Broja,9.0,ALB,FW,22-146,17,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,3,6,50.0,0,6,0,0,0,Fulham
Willian,20.0,BRA,LW,35-178,90,0,0,0,0,4,2,0,0,59,0,2,0,0.2,0.2,0.2,6,0,43,50,86.0,8,38,3,1,0,Fulham
Bobby Reid,14.0,JAM,RW,31-001,73,0,0,0,0,0,0,0,0,28,0,0,1,0.0,0.0,0.2,3,1,17,22,77.3,2,18,2,0,0,Fulham
Tom Cairney,10.0,SCO,"AM,RW",33-014,17,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,Fulham
Andreas Pereira,18.0,BRA,AM,28-033,84,0,1,0,0,1,1,1,0,44,0,0,0,0.1,0.1,0.6,7,1,23,41,56.1,4,24,0,0,0,Fulham
Kenny Tete,2.0,NED,RB,28-117,6,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,0,0,Fulham
Harrison Reed,6.0,ENG,DM,29-007,90,0,0,0,0,1,0,1,0,62,2,1,1,0.0,0.0,0.0,2,0,37,51,72.5,3,38,2,2,0,Fulham
João Palhinha,26.0,POR,DM,28-209,90,1,0,0,0,1,1,0,0,64,1,3,1,0.1,0.1,0.0,2,0,35,50,70.0,5,19,0,0,0,Fulham
Antonee Robinson,33.0,USA,LB,26-179,90,0,1,0,0,0,0,0,0,70,2,3,2,0.0,0.0,0.2,2,1,36,55,65.5,3,38,2,2,0,Fulham
Tim Ream,13.0,USA,CB,36-121,90,0,0,0,0,0,0,0,0,66,1,3,0,0.0,0.0,0.0,1,0,50,58,86.2,0,46,0,0,0,Fulham
Tosin Adarabioyo,4.0,ENG,CB,26-132,90,0,0,0,0,2,1,0,0,99,0,2,1,0.2,0.2,0.0,2,0,72,89,80.9,4,69,0,0,0,Fulham
Timothy Castagne,21.0,BEL,"RB,RW",28-060,90,0,0,0,0,3,0,0,0,82,2,2,5,0.6,0.6,0.0,0,0,52,66,78.8,1,36,2,2,0,Fulham
Bernd Leno,17.0,GER,GK,31-336,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,31,41,75.6,0,31,0,0,0,Fulham
William Osula,32.0,DEN,FW,20-183,45,0,0,0,0,0,0,0,0,8,1,0,1,0.0,0.0,0.0,1,0,4,5,80.0,0,7,0,0,0,Sheffield Utd
Gustavo Hamer,8.0,NED,"CM,RM",26-224,45,0,0,0,0,1,1,0,0,22,0,0,0,0.0,0.0,0.3,3,0,13,19,68.4,0,16,1,1,1,Sheffield Utd
Ben Brereton,11.0,CHI,"LM,FW",24-291,64,0,0,0,0,1,1,0,0,14,0,0,0,0.1,0.1,0.0,0,0,7,9,77.8,2,7,2,1,1,Sheffield Utd
Cameron Archer,10.0,ENG,FW,22-197,26,0,0,0,0,1,0,0,0,16,0,0,1,0.1,0.1,0.0,3,0,8,11,72.7,0,10,2,4,3,Sheffield Utd
Andre Brooks,35.0,ENG,CM,20-167,49,0,0,0,0,0,0,0,0,13,1,0,2,0.0,0.0,0.0,0,0,9,9,100.0,0,7,0,1,1,Sheffield Utd
Ben Osborn,23.0,ENG,CM,29-182,41,0,0,0,0,0,0,0,0,29,0,1,0,0.0,0.0,0.0,2,0,21,28,75.0,4,17,0,1,1,Sheffield Utd
Vinicius Souza,21.0,BRA,CM,24-231,90,0,0,0,0,0,0,0,0,53,7,2,1,0.0,0.0,0.0,1,0,34,42,81.0,2,28,0,1,1,Sheffield Utd
James Mcatee,28.0,ENG,"RM,FW",21-108,71,0,0,0,0,0,0,0,0,24,1,0,2,0.0,0.0,0.2,2,0,11,17,64.7,1,12,0,1,0,Sheffield Utd
Tom Davies,22.0,ENG,FW,25-218,19,0,0,0,0,1,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,7,12,58.3,2,11,0,0,0,Sheffield Utd
Rhys Norrington-Davies,33.0,WAL,LB,24-287,49,0,0,0,0,0,0,0,0,22,0,0,2,0.0,0.0,0.0,0,0,10,20,50.0,0,18,0,0,0,Sheffield Utd
Jack Robinson,19.0,ENG,CB,30-155,41,0,0,0,0,2,1,0,0,23,0,1,0,0.3,0.3,0.0,2,0,18,20,90.0,1,13,0,2,0,Sheffield Utd
Auston Trusty,5.0,USA,"CB,LB",25-175,90,0,0,0,0,0,0,0,0,62,0,1,0,0.0,0.0,0.1,1,0,46,53,86.8,2,43,1,0,0,Sheffield Utd
Anel Ahmedhodžić,15.0,BIH,CB,24-314,90,0,0,0,0,1,1,0,0,44,3,0,1,0.6,0.6,0.0,2,0,36,36,100.0,2,27,0,0,0,Sheffield Utd
Mason Holgate,30.0,ENG,CB,27-104,90,0,0,0,0,2,0,0,0,53,2,3,0,0.4,0.4,0.0,0,0,34,45,75.6,4,22,0,0,0,Sheffield Utd
Jayden Bogle,20.0,ENG,RB,23-191,90,0,0,0,0,1,0,1,0,35,1,0,1,0.0,0.0,0.0,1,0,17,26,65.4,4,23,0,2,0,Sheffield Utd
Wes Foderingham,18.0,ENG,GK,33-020,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,16,32,50.0,0,20,0,0,0,Sheffield Utd
Ollie Watkins,11.0,ENG,FW,28-035,90,1,2,0,0,3,2,0,0,26,0,0,1,0.6,0.6,0.3,6,4,15,21,71.4,1,15,1,1,0,Aston Villa
John McGinn,7.0,SCO,"LW,DM",29-108,70,1,0,0,0,2,1,0,0,28,0,0,0,1.0,1.0,0.0,1,0,21,25,84.0,3,14,0,0,0,Aston Villa
Tim Iroegbunam,47.0,ENG,DM,20-218,20,0,0,0,0,0,0,0,0,10,0,1,2,0.0,0.0,0.0,0,0,6,7,85.7,0,8,1,0,0,Aston Villa
Leon Bailey,31.0,JAM,RW,26-178,59,1,0,0,0,2,1,0,0,34,1,1,0,0.1,0.1,0.2,3,0,20,24,83.3,2,20,2,2,2,Aston Villa
Moussa Diaby,19.0,FRA,RW,24-211,31,0,0,0,0,1,1,0,0,22,0,0,0,0.2,0.2,0.2,3,0,13,17,76.5,0,15,3,3,2,Aston Villa
Youri Tielemans,8.0,BEL,AM,26-272,80,1,0,0,0,2,1,0,0,55,0,1,2,0.2,0.2,0.2,3,2,37,46,80.4,4,25,2,1,0,Aston Villa
Morgan Rogers,27.0,ENG,AM,21-192,10,0,0,0,0,1,0,0,0,3,0,0,0,0.2,0.2,0.0,0,0,1,2,50.0,0,3,0,1,1,Aston Villa
Douglas Luiz,6.0,BRA,DM,25-270,45,0,1,0,0,1,1,0,0,35,2,0,0,0.0,0.0,0.6,4,1,30,33,90.9,2,24,0,0,0,Aston Villa
Jacob Ramsey,41.0,ENG,LW,22-251,45,0,0,0,0,0,0,0,0,24,1,0,1,0.0,0.0,0.0,0,0,16,21,76.2,1,20,1,3,2,Aston Villa
Boubacar Kamara,44.0,FRA,DM,24-072,90,0,0,0,0,0,0,0,0,81,1,1,2,0.0,0.0,0.0,2,1,58,70,82.9,3,50,0,2,0,Aston Villa
Álex Moreno,15.0,ESP,LB,30-240,90,1,0,0,0,1,1,0,0,59,2,3,2,0.2,0.2,0.0,1,0,38,49,77.6,2,33,0,2,2,Aston Villa
Clément Lenglet,17.0,FRA,CB,28-231,90,0,0,0,0,0,0,0,0,109,0,1,1,0.0,0.0,0.0,0,0,98,105,93.3,2,84,3,1,1,Aston Villa
Diego Carlos,3.0,BRA,CB,30-325,90,0,0,0,0,0,0,0,0,124,0,0,1,0.0,0.0,0.0,0,0,108,116,93.1,3,101,0,0,0,Aston Villa
Ezri Konsa,4.0,ENG,RB,26-103,58,0,0,0,0,1,1,0,0,70,1,0,1,0.1,0.1,0.0,2,0,65,67,97.0,6,49,1,1,1,Aston Villa
Matty Cash,2.0,POL,RB,26-180,32,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,1,0,28,32,87.5,4,21,2,0,0,Aston Villa
Emiliano Martínez,1.0,ARG,GK,31-154,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,30,32,93.8,0,18,0,0,0,Aston Villa
Dominic Solanke,9.0,ENG,FW,26-143,90,0,0,0,0,0,0,0,0,20,0,0,1,0.0,0.0,0.1,2,0,8,12,66.7,0,13,0,3,2,Bournemouth
Luis Sinisterra,17.0,COL,LW,24-232,70,0,1,0,0,3,0,0,0,43,2,1,3,0.3,0.3,0.9,3,1,22,29,75.9,4,26,6,5,3,Bournemouth
Dango Ouattara,11.0,BFA,LW,21-358,20,0,0,0,0,0,0,0,0,12,2,1,0,0.0,0.0,0.0,0,0,2,9,22.2,0,5,1,1,1,Bournemouth
Antoine Semenyo,24.0,GHA,RW,24-028,45,0,0,0,0,1,0,0,0,20,0,1,3,0.0,0.0,0.0,1,0,5,8,62.5,0,11,0,5,0,Bournemouth
Marcus Tavernier,16.0,ENG,RW,24-319,45,0,0,0,0,1,0,0,0,28,0,0,0,0.1,0.1,0.0,1,0,11,19,57.9,1,16,3,6,1,Bournemouth
Justin Kluivert,19.0,NED,AM,24-275,55,1,0,0,0,3,1,1,0,20,1,0,1,1.0,1.0,0.0,1,0,5,9,55.6,0,10,0,2,0,Bournemouth
Philip Billing,29.0,DEN,DM,27-238,28,0,0,0,0,0,0,0,1,12,0,0,0,0.0,0.0,0.0,0,0,9,11,81.8,2,8,1,0,0,Bournemouth
Ryan Christie,10.0,SCO,DM,28-347,55,0,0,0,0,1,0,0,0,26,1,1,0,0.0,0.0,0.0,1,0,11,19,57.9,4,14,0,4,2,Bournemouth
Alex Scott,14.0,ENG,"AM,DM",20-167,35,0,0,0,0,0,0,0,0,16,1,2,0,0.0,0.0,0.0,0,0,6,11,54.5,2,12,1,2,0,Bournemouth
Lewis Cook,4.0,ENG,DM,27-001,90,0,0,0,0,0,0,0,0,56,2,3,1,0.0,0.0,0.3,3,0,33,47,70.2,7,18,0,0,0,Bournemouth
Lloyd Kelly,5.0,ENG,LB,25-121,82,0,0,0,0,0,0,0,0,59,0,1,0,0.0,0.0,0.0,1,0,31,50,62.0,2,19,2,0,0,Bournemouth
Milos Kerkez,3.0,HUN,LB,20-089,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,4,1,0,0,Bournemouth
Marcos Senesi,25.0,ARG,CB,26-270,90,0,0,0,0,0,0,1,0,56,2,1,0,0.0,0.0,0.0,1,0,30,46,65.2,5,31,0,2,1,Bournemouth
Illia Zabarnyi,27.0,UKR,CB,21-156,90,0,0,0,0,0,0,0,0,47,2,0,0,0.0,0.0,0.0,0,0,31,41,75.6,6,27,0,0,0,Bournemouth
Adam Smith,15.0,ENG,RB,32-281,90,0,0,0,0,0,0,0,0,43,2,2,2,0.0,0.0,0.0,0,0,27,37,73.0,3,16,1,0,0,Bournemouth
Neto,1.0,BRA,GK,34-200,90,0,0,0,0,0,0,1,0,35,0,0,0,0.0,0.0,0.0,0,0,28,35,80.0,0,27,0,0,0,Bournemouth
Taiwo Awoniyi,9.0,NGA,FW,26-176,90,0,0,0,0,2,2,0,0,23,0,0,1,0.2,0.2,0.0,1,0,7,13,53.8,0,11,1,3,2,Nott'ham Forest
Callum Hudson-Odoi,14.0,ENG,LW,23-089,89,1,0,0,0,1,1,0,0,33,3,0,1,0.0,0.0,0.0,3,1,15,22,68.2,1,17,2,4,1,Nott'ham Forest
Rodrigo Ribeiro,37.0,POR,LW,18-282,1,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0,Nott'ham Forest
Anthony Elanga,21.0,SWE,RW,21-283,77,0,0,0,0,0,0,0,0,26,2,0,0,0.0,0.0,0.0,1,0,12,19,63.2,2,16,1,1,0,Nott'ham Forest
Gio Reyna,20.0,USA,RW,21-083,13,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,0,0,17,20,85.0,0,11,0,0,0,Nott'ham Forest
Morgan Gibbs-White,10.0,ENG,AM,24-008,90,0,0,0,0,1,1,0,0,63,0,0,1,0.0,0.0,0.1,3,0,39,56,69.6,7,35,0,2,0,Nott'ham Forest
Nicolás Domínguez,16.0,ARG,DM,25-221,71,0,0,0,0,0,0,0,0,68,8,1,6,0.0,0.0,0.1,1,0,41,50,82.0,3,33,1,1,0,Nott'ham Forest
Danilo,28.0,BRA,DM,22-281,19,0,0,0,0,0,0,0,0,26,1,0,3,0.0,0.0,0.0,0,0,20,23,87.0,2,16,3,0,0,Nott'ham Forest
Ryan Yates,22.0,ENG,DM,26-075,90,0,0,0,0,2,2,1,0,64,4,1,2,0.3,0.3,0.0,1,0,39,46,84.8,4,31,1,0,0,Nott'ham Forest
Nuno Tavares,3.0,POR,LB,24-009,90,0,0,0,0,1,0,0,0,60,3,0,1,0.0,0.0,0.0,1,0,30,50,60.0,2,25,2,2,1,Nott'ham Forest
